purpose,age,duration,unit,geo\time	2016 	2013 
HLTH,Y35-44,N_GE1,NR,SI	2523 u	: 
HLTH,Y35-44,N_GE1,NR,SK	: c	: 
HLTH,Y35-44,N_GE1,NR,UK	54030 	: 
HLTH,Y45-54,N_GE1,NR,AT	: c	: 
HLTH,Y45-54,N_GE1,NR,BE	193316 	: 
HLTH,Y45-54,N_GE1,NR,BG	23704 	: 
HLTH,Y45-54,N_GE1,NR,CH	18046 u	: 
HLTH,Y45-54,N_GE1,NR,CY	2155 u	: 
HLTH,Y45-54,N_GE1,NR,CZ	: c	: 
HLTH,Y45-54,N_GE1,NR,DE	816350 u	: 
HLTH,Y45-54,N_GE1,NR,DK	7083 	: 
HLTH,Y45-54,N_GE1,NR,EA	1912168 	: 
HLTH,Y45-54,N_GE1,NR,EE	: c	: 
HLTH,Y45-54,N_GE1,NR,EL	26304 	: 
HLTH,Y45-54,N_GE1,NR,ES	229412 	: 
HLTH,Y45-54,N_GE1,NR,EU27	2565892 	: 
HLTH,Y45-54,N_GE1,NR,EU28	2594278 	: 
HLTH,Y45-54,N_GE1,NR,FI	: c	: 
HLTH,Y45-54,N_GE1,NR,FR	155747 	: 
HLTH,Y45-54,N_GE1,NR,HR	28386 	: 
HLTH,Y45-54,N_GE1,NR,HU	121162 	: 
HLTH,Y45-54,N_GE1,NR,IE	15956 	: 
HLTH,Y45-54,N_GE1,NR,IT	182904 u	: 
HLTH,Y45-54,N_GE1,NR,LT	5828 	: 
HLTH,Y45-54,N_GE1,NR,LU	: c	: 
HLTH,Y45-54,N_GE1,NR,LV	2294 	: 
HLTH,Y45-54,N_GE1,NR,ME	: c	: 
HLTH,Y45-54,N_GE1,NR,MT	: c	: 
HLTH,Y45-54,N_GE1,NR,NL	54581 	: 
HLTH,Y45-54,N_GE1,NR,PL	268023 	: 
HLTH,Y45-54,N_GE1,NR,PT	140419 	: 
HLTH,Y45-54,N_GE1,NR,RO	35104 	: 
HLTH,Y45-54,N_GE1,NR,SE	71176 	: 
HLTH,Y45-54,N_GE1,NR,SI	14574 	: 
HLTH,Y45-54,N_GE1,NR,SK	17186 	: 
HLTH,Y45-54,N_GE1,NR,UK	91390 	: 
HLTH,Y45-64,N_GE1,NR,AT	122403 	: 
HLTH,Y45-64,N_GE1,NR,BE	437767 	: 
HLTH,Y45-64,N_GE1,NR,BG	94211 	: 
HLTH,Y45-64,N_GE1,NR,CH	54031 u	: 
HLTH,Y45-64,N_GE1,NR,CY	8609 e	: 
HLTH,Y45-64,N_GE1,NR,CZ	136547 u	: 
HLTH,Y45-64,N_GE1,NR,DE	2015398 	: 
HLTH,Y45-64,N_GE1,NR,DK	36384 	: 
HLTH,Y45-64,N_GE1,NR,EA	5034203 	: 
HLTH,Y45-64,N_GE1,NR,EE	35027 u	: 
HLTH,Y45-64,N_GE1,NR,EL	96336 	: 
HLTH,Y45-64,N_GE1,NR,ES	572852 	: 
HLTH,Y45-64,N_GE1,NR,EU27	6921443 	: 
HLTH,Y45-64,N_GE1,NR,EU28	7028758 	: 
HLTH,Y45-64,N_GE1,NR,FI	: c	: 
HLTH,Y45-64,N_GE1,NR,FR	403218 	: 
HLTH,Y45-64,N_GE1,NR,HR	107315 	: 
HLTH,Y45-64,N_GE1,NR,HU	255028 	: 
HLTH,Y45-64,N_GE1,NR,IE	39095 	: 
HLTH,Y45-64,N_GE1,NR,IT	639835 	: 
HLTH,Y45-64,N_GE1,NR,LT	24291 	: 
HLTH,Y45-64,N_GE1,NR,LU	: c	: 
HLTH,Y45-64,N_GE1,NR,LV	15331 	: 
HLTH,Y45-64,N_GE1,NR,ME	: c	: 
HLTH,Y45-64,N_GE1,NR,MT	: c	: 
HLTH,Y45-64,N_GE1,NR,NL	143969 	: 
HLTH,Y45-64,N_GE1,NR,PL	680213 	: 
HLTH,Y45-64,N_GE1,NR,PT	361833 	: 
HLTH,Y45-64,N_GE1,NR,RO	239804 	: 
HLTH,Y45-64,N_GE1,NR,SE	119471 	: 
HLTH,Y45-64,N_GE1,NR,SI	40205 	: 
HLTH,Y45-64,N_GE1,NR,SK	95239 	: 
HLTH,Y45-64,N_GE1,NR,UK	285960 	: 
HLTH,Y55-64,N_GE1,NR,AT	85222 	: 
HLTH,Y55-64,N_GE1,NR,BE	244450 	: 
HLTH,Y55-64,N_GE1,NR,BG	70507 	: 
HLTH,Y55-64,N_GE1,NR,CH	35985 u	: 
HLTH,Y55-64,N_GE1,NR,CY	6454 e	: 
HLTH,Y55-64,N_GE1,NR,CZ	108587 u	: 
HLTH,Y55-64,N_GE1,NR,DE	1199047 u	: 
HLTH,Y55-64,N_GE1,NR,DK	29301 	: 
HLTH,Y55-64,N_GE1,NR,EA	3122031 	: 
HLTH,Y55-64,N_GE1,NR,EE	: c	: 
HLTH,Y55-64,N_GE1,NR,EL	70032 	: 
HLTH,Y55-64,N_GE1,NR,ES	343440 	: 
HLTH,Y55-64,N_GE1,NR,EU27	4355548 	: 
HLTH,Y55-64,N_GE1,NR,EU28	4434477 	: 
HLTH,Y55-64,N_GE1,NR,FI	: c	: 
HLTH,Y55-64,N_GE1,NR,FR	247470 	: 
HLTH,Y55-64,N_GE1,NR,HR	78929 	: 
HLTH,Y55-64,N_GE1,NR,HU	133867 	: 
HLTH,Y55-64,N_GE1,NR,IE	23139 	: 
HLTH,Y55-64,N_GE1,NR,IT	456931 	: 
HLTH,Y55-64,N_GE1,NR,LT	18463 	: 
HLTH,Y55-64,N_GE1,NR,LU	: c	: 
HLTH,Y55-64,N_GE1,NR,LV	13037 	: 
HLTH,Y55-64,N_GE1,NR,ME	: c	: 
HLTH,Y55-64,N_GE1,NR,MT	: c	: 
HLTH,Y55-64,N_GE1,NR,NL	89388 	: 
HLTH,Y55-64,N_GE1,NR,PL	412190 	: 
HLTH,Y55-64,N_GE1,NR,PT	221414 	: 
HLTH,Y55-64,N_GE1,NR,RO	204700 	: 
HLTH,Y55-64,N_GE1,NR,SE	48295 	: 
HLTH,Y55-64,N_GE1,NR,SI	25630 	: 
HLTH,Y55-64,N_GE1,NR,SK	78053 	: 
HLTH,Y55-64,N_GE1,NR,UK	194570 	: 
HLTH,Y_GE15,N_GE1,NR,AT	547695 	: 
HLTH,Y_GE15,N_GE1,NR,BE	1012866 	: 
HLTH,Y_GE15,N_GE1,NR,BG	685144 	: 
HLTH,Y_GE15,N_GE1,NR,CH	211732 u	: 
HLTH,Y_GE15,N_GE1,NR,CY	49021 e	: 
HLTH,Y_GE15,N_GE1,NR,CZ	688872 	: 
HLTH,Y_GE15,N_GE1,NR,DE	6889627 	: 
HLTH,Y_GE15,N_GE1,NR,DK	281521 	: 
HLTH,Y_GE15,N_GE1,NR,EA	21880831 	: 
HLTH,Y_GE15,N_GE1,NR,EE	118485 	: 
HLTH,Y_GE15,N_GE1,NR,EL	1031906 	: 
HLTH,Y_GE15,N_GE1,NR,ES	2943142 	: 
HLTH,Y_GE15,N_GE1,NR,EU27	30860800 	: 
HLTH,Y_GE15,N_GE1,NR,EU28	31354754 	: 
HLTH,Y_GE15,N_GE1,NR,FI	81727 u	: 
HLTH,Y_GE15,N_GE1,NR,FR	2164086 	: 
HLTH,Y_GE15,N_GE1,NR,HR	493954 	: 
HLTH,Y_GE15,N_GE1,NR,HU	847262 	: 
HLTH,Y_GE15,N_GE1,NR,IE	178748 	: 
HLTH,Y_GE15,N_GE1,NR,IT	4304022 	: 
HLTH,Y_GE15,N_GE1,NR,LT	155226 	: 
HLTH,Y_GE15,N_GE1,NR,LU	17914 	: 
HLTH,Y_GE15,N_GE1,NR,LV	153987 	: 
HLTH,Y_GE15,N_GE1,NR,ME	: c	: 
HLTH,Y_GE15,N_GE1,NR,MT	31619 	: 
HLTH,Y_GE15,N_GE1,NR,NL	459156 	: 
HLTH,Y_GE15,N_GE1,NR,PL	3254694 	: 
HLTH,Y_GE15,N_GE1,NR,PT	1354838 	: 
HLTH,Y_GE15,N_GE1,NR,RO	1608420 	: 
HLTH,Y_GE15,N_GE1,NR,SE	335513 	: 
HLTH,Y_GE15,N_GE1,NR,SI	201272 	: 
HLTH,Y_GE15,N_GE1,NR,SK	498848 	: 
HLTH,Y_GE15,N_GE1,NR,UK	969330 	: 
HLTH,Y_GE65,N_GE1,NR,AT	361054 	: 
HLTH,Y_GE65,N_GE1,NR,BE	455327 	: 
HLTH,Y_GE65,N_GE1,NR,BG	568460 	: 
HLTH,Y_GE65,N_GE1,NR,CH	151554 u	: 
HLTH,Y_GE65,N_GE1,NR,CY	37050 e	: 
HLTH,Y_GE65,N_GE1,NR,CZ	521568 	: 
HLTH,Y_GE65,N_GE1,NR,DE	3741893 	: 
HLTH,Y_GE65,N_GE1,NR,DK	238592 	: 
HLTH,Y_GE65,N_GE1,NR,EA	14337884 	: 
HLTH,Y_GE65,N_GE1,NR,EE	75720 u	: 
HLTH,Y_GE65,N_GE1,NR,EL	893521 	: 
HLTH,Y_GE65,N_GE1,NR,ES	2134963 	: 
HLTH,Y_GE65,N_GE1,NR,EU27	20433463 	: 
HLTH,Y_GE65,N_GE1,NR,EU28	20804831 	: 
HLTH,Y_GE65,N_GE1,NR,FI	67077 u	: 
HLTH,Y_GE65,N_GE1,NR,FR	1402199 	: 
HLTH,Y_GE65,N_GE1,NR,HR	371368 	: 
HLTH,Y_GE65,N_GE1,NR,HU	274314 	: 
HLTH,Y_GE65,N_GE1,NR,IE	119491 	: 
HLTH,Y_GE65,N_GE1,NR,IT	3397227 	: 
HLTH,Y_GE65,N_GE1,NR,LT	128617 	: 
HLTH,Y_GE65,N_GE1,NR,LU	12127 	: 
HLTH,Y_GE65,N_GE1,NR,LV	137290 	: 
HLTH,Y_GE65,N_GE1,NR,ME	: c	: 
HLTH,Y_GE65,N_GE1,NR,MT	25264 	: 
HLTH,Y_GE65,N_GE1,NR,NL	263826 	: 
HLTH,Y_GE65,N_GE1,NR,PL	2207497 	: 
HLTH,Y_GE65,N_GE1,NR,PT	861740 	: 
HLTH,Y_GE65,N_GE1,NR,RO	1310289 	: 
HLTH,Y_GE65,N_GE1,NR,SE	137662 	: 
HLTH,Y_GE65,N_GE1,NR,SI	144709 	: 
HLTH,Y_GE65,N_GE1,NR,SK	348694 	: 
HLTH,Y_GE65,N_GE1,NR,UK	571290 	: 
HLTH,Y_LT15,N_GE1,NR,CH	0 u	: 
HLTH,Y_LT15,N_GE1,NR,EA	: u	: 
HLTH,Y_LT15,N_GE1,NR,EU27	: u	: 
HLTH,Y_LT15,N_GE1,NR,EU28	: u	: 
HLTH,Y_LT15,N_GE1,NR,HU	104501 	: 
HLTH,Y_LT15,N_GE1,NR,NL	6461 	: 
HLTH,Y_LT15,N_GE1,NR,PT	1072 	: 
NINT,Y15-24,N_GE1,NR,AT	: c	: 
NINT,Y15-24,N_GE1,NR,BE	193166 	: 
NINT,Y15-24,N_GE1,NR,BG	1822 	: 
NINT,Y15-24,N_GE1,NR,CH	4678 u	: 
NINT,Y15-24,N_GE1,NR,CY	: c	: 
NINT,Y15-24,N_GE1,NR,CZ	: c	: 
NINT,Y15-24,N_GE1,NR,DE	: c	: 
NINT,Y15-24,N_GE1,NR,DK	0 	: 
NINT,Y15-24,N_GE1,NR,EA	1744090 	: 
NINT,Y15-24,N_GE1,NR,EE	: c	: 
NINT,Y15-24,N_GE1,NR,EL	35249 u	: 
NINT,Y15-24,N_GE1,NR,ES	141815 u	: 
NINT,Y15-24,N_GE1,NR,EU27	2248846 	: 
NINT,Y15-24,N_GE1,NR,EU28	2284247 	: 
NINT,Y15-24,N_GE1,NR,FI	: c	: 
NINT,Y15-24,N_GE1,NR,FR	159974 	: 
NINT,Y15-24,N_GE1,NR,HR	35401 	: 
NINT,Y15-24,N_GE1,NR,HU	13144 	: 
NINT,Y15-24,N_GE1,NR,IE	23717 	: 
NINT,Y15-24,N_GE1,NR,IT	239246 u	: 
NINT,Y15-24,N_GE1,NR,LT	4431 	: 
NINT,Y15-24,N_GE1,NR,LU	: c	: 
NINT,Y15-24,N_GE1,NR,LV	5809 	: 
NINT,Y15-24,N_GE1,NR,ME	: c	: 
NINT,Y15-24,N_GE1,NR,MT	3654 u	: 
NINT,Y15-24,N_GE1,NR,NL	33835 	: 
NINT,Y15-24,N_GE1,NR,PL	82816 	: 
NINT,Y15-24,N_GE1,NR,PT	288034 	: 
NINT,Y15-24,N_GE1,NR,RO	62764 	: 
NINT,Y15-24,N_GE1,NR,SE	167205 	: 
NINT,Y15-24,N_GE1,NR,SI	8342 u	: 
NINT,Y15-24,N_GE1,NR,SK	111689 u	: 
NINT,Y15-24,N_GE1,NR,UK	155470 	: 
NINT,Y25-34,N_GE1,NR,AT	62191 u	: 
NINT,Y25-34,N_GE1,NR,BE	157569 	: 
NINT,Y25-34,N_GE1,NR,BG	2227 	: 
NINT,Y25-34,N_GE1,NR,CH	0 u	: 
NINT,Y25-34,N_GE1,NR,CY	: c	: 
NINT,Y25-34,N_GE1,NR,CZ	: c	: 
NINT,Y25-34,N_GE1,NR,DE	804338 u	: 
NINT,Y25-34,N_GE1,NR,DK	0 	: 
NINT,Y25-34,N_GE1,NR,EA	2087459 	: 
NINT,Y25-34,N_GE1,NR,EE	: c	: 
NINT,Y25-34,N_GE1,NR,EL	37145 u	: 
NINT,Y25-34,N_GE1,NR,ES	142006 	: 
NINT,Y25-34,N_GE1,NR,EU27	2712385 	: 
NINT,Y25-34,N_GE1,NR,EU28	2732445 	: 
NINT,Y25-34,N_GE1,NR,FI	: c	: 
NINT,Y25-34,N_GE1,NR,FR	133391 	: 
NINT,Y25-34,N_GE1,NR,HR	20060 	: 
NINT,Y25-34,N_GE1,NR,HU	13366 	: 
NINT,Y25-34,N_GE1,NR,IE	12099 	: 
NINT,Y25-34,N_GE1,NR,IT	331429 u	: 
NINT,Y25-34,N_GE1,NR,LT	1192 	: 
NINT,Y25-34,N_GE1,NR,LU	: c	: 
NINT,Y25-34,N_GE1,NR,LV	4993 	: 
NINT,Y25-34,N_GE1,NR,ME	: c	: 
NINT,Y25-34,N_GE1,NR,MT	3344 u	: 
NINT,Y25-34,N_GE1,NR,NL	60381 	: 
NINT,Y25-34,N_GE1,NR,PL	179658 	: 
NINT,Y25-34,N_GE1,NR,PT	247414 	: 
NINT,Y25-34,N_GE1,NR,RO	40943 	: 
NINT,Y25-34,N_GE1,NR,SE	158022 	: 
NINT,Y25-34,N_GE1,NR,SI	8947 u	: 
NINT,Y25-34,N_GE1,NR,SK	57136 	: 
NINT,Y25-34,N_GE1,NR,UK	186830 	: 
NINT,Y25-44,N_GE1,NR,AT	132114 	: 
NINT,Y25-44,N_GE1,NR,BE	316990 	: 
NINT,Y25-44,N_GE1,NR,BG	3766 	: 
NINT,Y25-44,N_GE1,NR,CH	15323 u	: 
NINT,Y25-44,N_GE1,NR,CY	2681 u	: 
NINT,Y25-44,N_GE1,NR,CZ	: c	: 
NINT,Y25-44,N_GE1,NR,DE	1286434 u	: 
NINT,Y25-44,N_GE1,NR,DK	0 	: 
NINT,Y25-44,N_GE1,NR,EA	4283478 	: 
NINT,Y25-44,N_GE1,NR,EE	: c	: 
NINT,Y25-44,N_GE1,NR,EL	65600 	: 
NINT,Y25-44,N_GE1,NR,ES	327064 	: 
NINT,Y25-44,N_GE1,NR,EU27	5616450 	: 
NINT,Y25-44,N_GE1,NR,EU28	5670178 	: 
NINT,Y25-44,N_GE1,NR,FI	: c	: 
NINT,Y25-44,N_GE1,NR,FR	281171 	: 
NINT,Y25-44,N_GE1,NR,HR	53728 	: 
NINT,Y25-44,N_GE1,NR,HU	28572 	: 
NINT,Y25-44,N_GE1,NR,IE	48565 	: 
NINT,Y25-44,N_GE1,NR,IT	815833 	: 
NINT,Y25-44,N_GE1,NR,LT	1882 	: 
NINT,Y25-44,N_GE1,NR,LU	: c	: 
NINT,Y25-44,N_GE1,NR,LV	12198 	: 
NINT,Y25-44,N_GE1,NR,ME	: c	: 
NINT,Y25-44,N_GE1,NR,MT	8057 u	: 
NINT,Y25-44,N_GE1,NR,NL	122771 	: 
NINT,Y25-44,N_GE1,NR,PL	371626 	: 
NINT,Y25-44,N_GE1,NR,PT	632441 	: 
NINT,Y25-44,N_GE1,NR,RO	97458 	: 
NINT,Y25-44,N_GE1,NR,SE	287337 	: 
NINT,Y25-44,N_GE1,NR,SI	19272 u	: 
NINT,Y25-44,N_GE1,NR,SK	189143 	: 
NINT,Y25-44,N_GE1,NR,UK	457570 	: 
NINT,Y35-44,N_GE1,NR,AT	69923 u	: 
NINT,Y35-44,N_GE1,NR,BE	159421 	: 
NINT,Y35-44,N_GE1,NR,BG	1539 	: 
NINT,Y35-44,N_GE1,NR,CH	15323 u	: 
NINT,Y35-44,N_GE1,NR,CY	: c	: 
NINT,Y35-44,N_GE1,NR,CZ	: c	: 
NINT,Y35-44,N_GE1,NR,DE	: c	: 
NINT,Y35-44,N_GE1,NR,DK	0 	: 
NINT,Y35-44,N_GE1,NR,EA	2196021 	: 
NINT,Y35-44,N_GE1,NR,EE	: c	: 
NINT,Y35-44,N_GE1,NR,EL	28455 	: 
NINT,Y35-44,N_GE1,NR,ES	185059 	: 
NINT,Y35-44,N_GE1,NR,EU27	2904066 	: 
NINT,Y35-44,N_GE1,NR,EU28	2937734 	: 
NINT,Y35-44,N_GE1,NR,FI	0 	: 
NINT,Y35-44,N_GE1,NR,FR	147780 	: 
NINT,Y35-44,N_GE1,NR,HR	33668 	: 
NINT,Y35-44,N_GE1,NR,HU	15206 	: 
NINT,Y35-44,N_GE1,NR,IE	36466 	: 
NINT,Y35-44,N_GE1,NR,IT	484404 	: 
NINT,Y35-44,N_GE1,NR,LT	690 	: 
NINT,Y35-44,N_GE1,NR,LU	: c	: 
NINT,Y35-44,N_GE1,NR,LV	7205 	: 
NINT,Y35-44,N_GE1,NR,ME	: c	: 
NINT,Y35-44,N_GE1,NR,MT	: c	: 
NINT,Y35-44,N_GE1,NR,NL	62390 	: 
NINT,Y35-44,N_GE1,NR,PL	191968 	: 
NINT,Y35-44,N_GE1,NR,PT	385027 	: 
NINT,Y35-44,N_GE1,NR,RO	56515 	: 
NINT,Y35-44,N_GE1,NR,SE	129314 	: 
NINT,Y35-44,N_GE1,NR,SI	10326 u	: 
NINT,Y35-44,N_GE1,NR,SK	132007 	: 
NINT,Y35-44,N_GE1,NR,UK	270740 	: 
NINT,Y45-54,N_GE1,NR,AT	103162 	: 
NINT,Y45-54,N_GE1,NR,BE	328416 	: 
NINT,Y45-54,N_GE1,NR,BG	6740 	: 
NINT,Y45-54,N_GE1,NR,CH	19267 u	: 
NINT,Y45-54,N_GE1,NR,CY	: c	: 
NINT,Y45-54,N_GE1,NR,CZ	: c	: 
NINT,Y45-54,N_GE1,NR,DE	987323 u	: 
NINT,Y45-54,N_GE1,NR,DK	0 	: 
NINT,Y45-54,N_GE1,NR,EA	3405118 	: 
NINT,Y45-54,N_GE1,NR,EE	: c	: 
NINT,Y45-54,N_GE1,NR,EL	50726 	: 
NINT,Y45-54,N_GE1,NR,ES	292510 	: 
NINT,Y45-54,N_GE1,NR,EU27	4428704 	: 
NINT,Y45-54,N_GE1,NR,EU28	4458703 	: 
NINT,Y45-54,N_GE1,NR,FI	: c	: 
NINT,Y45-54,N_GE1,NR,FR	275300 	: 
NINT,Y45-54,N_GE1,NR,HR	29999 	: 
NINT,Y45-54,N_GE1,NR,HU	15898 	: 
NINT,Y45-54,N_GE1,NR,IE	26405 	: 
NINT,Y45-54,N_GE1,NR,IT	704978 	: 
NINT,Y45-54,N_GE1,NR,LT	6988 	: 
NINT,Y45-54,N_GE1,NR,LU	: c	: 
NINT,Y45-54,N_GE1,NR,LV	8826 	: 
NINT,Y45-54,N_GE1,NR,ME	: c	: 
NINT,Y45-54,N_GE1,NR,MT	6034 u	: 
NINT,Y45-54,N_GE1,NR,NL	64855 	: 
NINT,Y45-54,N_GE1,NR,PL	298678 	: 
NINT,Y45-54,N_GE1,NR,PT	416915 	: 
NINT,Y45-54,N_GE1,NR,RO	74531 	: 
NINT,Y45-54,N_GE1,NR,SE	212342 	: 
NINT,Y45-54,N_GE1,NR,SI	18561 	: 
NINT,Y45-54,N_GE1,NR,SK	97842 	: 
NINT,Y45-54,N_GE1,NR,UK	378070 	: 
NINT,Y45-64,N_GE1,NR,AT	208227 	: 
NINT,Y45-64,N_GE1,NR,BE	698609 	: 
NINT,Y45-64,N_GE1,NR,BG	12212 	: 
NINT,Y45-64,N_GE1,NR,CH	39750 u	: 
NINT,Y45-64,N_GE1,NR,CY	4475 e	: 
NINT,Y45-64,N_GE1,NR,CZ	98023 u	: 
NINT,Y45-64,N_GE1,NR,DE	2126488 	: 
NINT,Y45-64,N_GE1,NR,DK	6340 	: 
NINT,Y45-64,N_GE1,NR,EA	7821016 	: 
NINT,Y45-64,N_GE1,NR,EE	30774 u	: 
NINT,Y45-64,N_GE1,NR,EL	152535 	: 
NINT,Y45-64,N_GE1,NR,ES	702800 	: 
NINT,Y45-64,N_GE1,NR,EU27	10407613 	: 
NINT,Y45-64,N_GE1,NR,EU28	10489649 	: 
NINT,Y45-64,N_GE1,NR,FI	: c	: 
NINT,Y45-64,N_GE1,NR,FR	681491 	: 
NINT,Y45-64,N_GE1,NR,HR	82036 	: 
NINT,Y45-64,N_GE1,NR,HU	33463 	: 
NINT,Y45-64,N_GE1,NR,IE	61520 	: 
NINT,Y45-64,N_GE1,NR,IT	1732423 	: 
NINT,Y45-64,N_GE1,NR,LT	29796 	: 
NINT,Y45-64,N_GE1,NR,LU	6466 u	: 
NINT,Y45-64,N_GE1,NR,LV	21794 	: 
NINT,Y45-64,N_GE1,NR,ME	: c	: 
NINT,Y45-64,N_GE1,NR,MT	11601 u	: 
NINT,Y45-64,N_GE1,NR,NL	161774 	: 
NINT,Y45-64,N_GE1,NR,PL	1038916 	: 
NINT,Y45-64,N_GE1,NR,PT	865215 	: 
NINT,Y45-64,N_GE1,NR,RO	223745 	: 
NINT,Y45-64,N_GE1,NR,SE	332158 	: 
NINT,Y45-64,N_GE1,NR,SI	48940 	: 
NINT,Y45-64,N_GE1,NR,SK	287528 	: 
NINT,Y45-64,N_GE1,NR,UK	790150 	: 
NINT,Y55-64,N_GE1,NR,AT	105065 	: 
NINT,Y55-64,N_GE1,NR,BE	370194 	: 
NINT,Y55-64,N_GE1,NR,BG	5472 	: 
NINT,Y55-64,N_GE1,NR,CH	20482 u	: 
NINT,Y55-64,N_GE1,NR,CY	3294 u	: 
NINT,Y55-64,N_GE1,NR,CZ	76510 u	: 
NINT,Y55-64,N_GE1,NR,DE	1139166 u	: 
NINT,Y55-64,N_GE1,NR,DK	6340 	: 
NINT,Y55-64,N_GE1,NR,EA	4415901 	: 
NINT,Y55-64,N_GE1,NR,EE	: c	: 
NINT,Y55-64,N_GE1,NR,EL	101809 	: 
NINT,Y55-64,N_GE1,NR,ES	410291 	: 
NINT,Y55-64,N_GE1,NR,EU27	5978912 	: 
NINT,Y55-64,N_GE1,NR,EU28	6030949 	: 
NINT,Y55-64,N_GE1,NR,FI	: c	: 
NINT,Y55-64,N_GE1,NR,FR	406192 	: 
NINT,Y55-64,N_GE1,NR,HR	52037 	: 
NINT,Y55-64,N_GE1,NR,HU	17565 	: 
NINT,Y55-64,N_GE1,NR,IE	35115 	: 
NINT,Y55-64,N_GE1,NR,IT	1027445 	: 
NINT,Y55-64,N_GE1,NR,LT	22808 	: 
NINT,Y55-64,N_GE1,NR,LU	5490 u	: 
NINT,Y55-64,N_GE1,NR,LV	12968 	: 
NINT,Y55-64,N_GE1,NR,ME	: c	: 
NINT,Y55-64,N_GE1,NR,MT	: c	: 
NINT,Y55-64,N_GE1,NR,NL	96918 	: 
NINT,Y55-64,N_GE1,NR,PL	740238 	: 
NINT,Y55-64,N_GE1,NR,PT	448300 	: 
NINT,Y55-64,N_GE1,NR,RO	149214 	: 
NINT,Y55-64,N_GE1,NR,SE	119816 	: 
NINT,Y55-64,N_GE1,NR,SI	30379 	: 
NINT,Y55-64,N_GE1,NR,SK	189686 	: 
NINT,Y55-64,N_GE1,NR,UK	412080 	: 
NINT,Y_GE15,N_GE1,NR,AT	655762 	: 
NINT,Y_GE15,N_GE1,NR,BE	1823948 	: 
NINT,Y_GE15,N_GE1,NR,BG	31263 	: 
NINT,Y_GE15,N_GE1,NR,CH	147936 u	: 
NINT,Y_GE15,N_GE1,NR,CY	16949 e	: 
NINT,Y_GE15,N_GE1,NR,CZ	387063 	: 
NINT,Y_GE15,N_GE1,NR,DE	6134888 	: 
NINT,Y_GE15,N_GE1,NR,DK	25825 	: 
NINT,Y_GE15,N_GE1,NR,EA	24477382 	: 
NINT,Y_GE15,N_GE1,NR,EE	96490 	: 
NINT,Y_GE15,N_GE1,NR,EL	639400 	: 
NINT,Y_GE15,N_GE1,NR,ES	2575316 	: 
NINT,Y_GE15,N_GE1,NR,EU27	32161001 	: 
NINT,Y_GE15,N_GE1,NR,EU28	32451914 	: 
NINT,Y_GE15,N_GE1,NR,FI	131789 u	: 
NINT,Y_GE15,N_GE1,NR,FR	1897080 	: 
NINT,Y_GE15,N_GE1,NR,HR	290913 	: 
NINT,Y_GE15,N_GE1,NR,HU	111173 	: 
NINT,Y_GE15,N_GE1,NR,IE	235563 	: 
