purpose,age,duration,unit,geo\time	2016 	2013 
SAFE,Y55-64,N_GE1,NR,IE	8595 	: 
SAFE,Y55-64,N_GE1,NR,IT	: c	: 
SAFE,Y55-64,N_GE1,NR,LT	13156 	: 
SAFE,Y55-64,N_GE1,NR,LU	0 u	: 
SAFE,Y55-64,N_GE1,NR,LV	0 	: 
SAFE,Y55-64,N_GE1,NR,ME	: c	: 
SAFE,Y55-64,N_GE1,NR,MT	: c	: 
SAFE,Y55-64,N_GE1,NR,NL	10201 	: 
SAFE,Y55-64,N_GE1,NR,PL	32280 	: 
SAFE,Y55-64,N_GE1,NR,PT	35552 	: 
SAFE,Y55-64,N_GE1,NR,RO	985 	: 
SAFE,Y55-64,N_GE1,NR,SE	4285 	: 
SAFE,Y55-64,N_GE1,NR,SI	1186 u	: 
SAFE,Y55-64,N_GE1,NR,SK	13575 	: 
SAFE,Y55-64,N_GE1,NR,UK	137010 	: 
SAFE,Y_GE15,N_GE1,NR,AT	174306 	: 
SAFE,Y_GE15,N_GE1,NR,BE	158030 	: 
SAFE,Y_GE15,N_GE1,NR,BG	6064 	: 
SAFE,Y_GE15,N_GE1,NR,CH	6211 u	: 
SAFE,Y_GE15,N_GE1,NR,CY	928 u	: 
SAFE,Y_GE15,N_GE1,NR,CZ	: c	: 
SAFE,Y_GE15,N_GE1,NR,DE	2317686 	: 
SAFE,Y_GE15,N_GE1,NR,DK	0 	: 
SAFE,Y_GE15,N_GE1,NR,EA	3301204 	: 
SAFE,Y_GE15,N_GE1,NR,EE	: c	: 
SAFE,Y_GE15,N_GE1,NR,EL	34429 	: 
SAFE,Y_GE15,N_GE1,NR,ES	: c	: 
SAFE,Y_GE15,N_GE1,NR,EU27	4324688 	: 
SAFE,Y_GE15,N_GE1,NR,EU28	4327121 	: 
SAFE,Y_GE15,N_GE1,NR,FI	: c	: 
SAFE,Y_GE15,N_GE1,NR,FR	129835 	: 
SAFE,Y_GE15,N_GE1,NR,HR	2433 	: 
SAFE,Y_GE15,N_GE1,NR,HU	0 	: 
SAFE,Y_GE15,N_GE1,NR,IE	28580 	: 
SAFE,Y_GE15,N_GE1,NR,IT	: c	: 
SAFE,Y_GE15,N_GE1,NR,LT	32182 	: 
SAFE,Y_GE15,N_GE1,NR,LU	: c	: 
SAFE,Y_GE15,N_GE1,NR,LV	0 	: 
SAFE,Y_GE15,N_GE1,NR,ME	: c	: 
SAFE,Y_GE15,N_GE1,NR,MT	6489 u	: 
SAFE,Y_GE15,N_GE1,NR,NL	52155 	: 
SAFE,Y_GE15,N_GE1,NR,PL	290081 	: 
SAFE,Y_GE15,N_GE1,NR,PT	169745 	: 
SAFE,Y_GE15,N_GE1,NR,RO	16736 	: 
SAFE,Y_GE15,N_GE1,NR,SE	62423 	: 
SAFE,Y_GE15,N_GE1,NR,SI	8975 u	: 
SAFE,Y_GE15,N_GE1,NR,SK	64082 	: 
SAFE,Y_GE15,N_GE1,NR,UK	581600 	: 
SAFE,Y_GE65,N_GE1,NR,AT	65246 u	: 
SAFE,Y_GE65,N_GE1,NR,BE	: c	: 
SAFE,Y_GE65,N_GE1,NR,BG	3597 	: 
SAFE,Y_GE65,N_GE1,NR,CH	6211 u	: 
SAFE,Y_GE65,N_GE1,NR,CY	: c	: 
SAFE,Y_GE65,N_GE1,NR,CZ	: c	: 
SAFE,Y_GE65,N_GE1,NR,DE	1039236 u	: 
SAFE,Y_GE65,N_GE1,NR,DK	0 	: 
SAFE,Y_GE65,N_GE1,NR,EA	1432715 	: 
SAFE,Y_GE65,N_GE1,NR,EE	: c	: 
SAFE,Y_GE65,N_GE1,NR,EL	22325 u	: 
SAFE,Y_GE65,N_GE1,NR,ES	: c	: 
SAFE,Y_GE65,N_GE1,NR,EU27	1915532 	: 
SAFE,Y_GE65,N_GE1,NR,EU28	1916663 	: 
SAFE,Y_GE65,N_GE1,NR,FI	: c	: 
SAFE,Y_GE65,N_GE1,NR,FR	97498 	: 
SAFE,Y_GE65,N_GE1,NR,HR	1131 	: 
SAFE,Y_GE65,N_GE1,NR,HU	0 	: 
SAFE,Y_GE65,N_GE1,NR,IE	10241 	: 
SAFE,Y_GE65,N_GE1,NR,IT	: c	: 
SAFE,Y_GE65,N_GE1,NR,LT	17615 	: 
SAFE,Y_GE65,N_GE1,NR,LU	: c	: 
SAFE,Y_GE65,N_GE1,NR,LV	0 	: 
SAFE,Y_GE65,N_GE1,NR,ME	: c	: 
SAFE,Y_GE65,N_GE1,NR,MT	: c	: 
SAFE,Y_GE65,N_GE1,NR,NL	18337 	: 
SAFE,Y_GE65,N_GE1,NR,PL	189303 	: 
SAFE,Y_GE65,N_GE1,NR,PT	66351 	: 
SAFE,Y_GE65,N_GE1,NR,RO	3774 	: 
SAFE,Y_GE65,N_GE1,NR,SE	7818 	: 
SAFE,Y_GE65,N_GE1,NR,SI	5066 u	: 
SAFE,Y_GE65,N_GE1,NR,SK	36288 	: 
SAFE,Y_GE65,N_GE1,NR,UK	246790 	: 
SAFE,Y_LT15,N_GE1,NR,CH	0 u	: 
SAFE,Y_LT15,N_GE1,NR,EA	: u	: 
SAFE,Y_LT15,N_GE1,NR,EU27	: u	: 
SAFE,Y_LT15,N_GE1,NR,EU28	: u	: 
SAFE,Y_LT15,N_GE1,NR,HU	0 	: 
SAFE,Y_LT15,N_GE1,NR,NL	0 	: 
SAFE,Y_LT15,N_GE1,NR,PT	1533 	: 
TOTAL,Y15-24,N_GE1,NR,AT	136764 	: 
TOTAL,Y15-24,N_GE1,NR,BE	597098 	: 
TOTAL,Y15-24,N_GE1,NR,BG	360301 	: 
TOTAL,Y15-24,N_GE1,NR,CH	32623 u	: 
TOTAL,Y15-24,N_GE1,NR,CY	21127 e	: 
TOTAL,Y15-24,N_GE1,NR,CZ	121269 u	: 
TOTAL,Y15-24,N_GE1,NR,DE	1162729 u	: 
TOTAL,Y15-24,N_GE1,NR,DK	88907 	: 
TOTAL,Y15-24,N_GE1,NR,EA	10258152 	: 
TOTAL,Y15-24,N_GE1,NR,EE	: c	: 
TOTAL,Y15-24,N_GE1,NR,EL	632044 	: 
TOTAL,Y15-24,N_GE1,NR,ES	1120080 	: 
TOTAL,Y15-24,N_GE1,NR,EU27	17974688 	: 
TOTAL,Y15-24,N_GE1,NR,EU28	18149225 	: 
TOTAL,Y15-24,N_GE1,NR,FI	: c	: 
TOTAL,Y15-24,N_GE1,NR,FR	1980464 	: 
TOTAL,Y15-24,N_GE1,NR,HR	174537 	: 
TOTAL,Y15-24,N_GE1,NR,HU	453491 	: 
TOTAL,Y15-24,N_GE1,NR,IE	158796 	: 
TOTAL,Y15-24,N_GE1,NR,IT	3390574 	: 
TOTAL,Y15-24,N_GE1,NR,LT	81663 	: 
TOTAL,Y15-24,N_GE1,NR,LU	: c	: 
TOTAL,Y15-24,N_GE1,NR,LV	41015 	: 
TOTAL,Y15-24,N_GE1,NR,ME	: c	: 
TOTAL,Y15-24,N_GE1,NR,MT	14806 	: 
TOTAL,Y15-24,N_GE1,NR,NL	257855 	: 
TOTAL,Y15-24,N_GE1,NR,NO	: 	24700 
TOTAL,Y15-24,N_GE1,NR,PL	1348084 	: 
TOTAL,Y15-24,N_GE1,NR,PT	603374 	: 
TOTAL,Y15-24,N_GE1,NR,RO	1533787 	: 
TOTAL,Y15-24,N_GE1,NR,SE	261979 	: 
TOTAL,Y15-24,N_GE1,NR,SI	21825 	: 
TOTAL,Y15-24,N_GE1,NR,SK	121343 	: 
TOTAL,Y15-24,N_GE1,NR,UK	3426040 	: 
TOTAL,Y15-24,N_GE1,PC_POP,NO	: 	4.13 
TOTAL,Y25-34,N_GE1,NR,AT	176755 	: 
TOTAL,Y25-34,N_GE1,NR,BE	428164 	: 
TOTAL,Y25-34,N_GE1,NR,BG	459992 	: 
TOTAL,Y25-34,N_GE1,NR,CH	44688 u	: 
TOTAL,Y25-34,N_GE1,NR,CY	28778 e	: 
TOTAL,Y25-34,N_GE1,NR,CZ	194456 u	: 
TOTAL,Y25-34,N_GE1,NR,DE	2087867 u	: 
TOTAL,Y25-34,N_GE1,NR,DK	120606 	: 
TOTAL,Y25-34,N_GE1,NR,EA	11179832 	: 
TOTAL,Y25-34,N_GE1,NR,EE	: c	: 
TOTAL,Y25-34,N_GE1,NR,EL	695169 	: 
TOTAL,Y25-34,N_GE1,NR,ES	1340064 	: 
TOTAL,Y25-34,N_GE1,NR,EU27	19178784 	: 
TOTAL,Y25-34,N_GE1,NR,EU28	19371612 	: 
TOTAL,Y25-34,N_GE1,NR,FI	: c	: 
TOTAL,Y25-34,N_GE1,NR,FR	1814271 	: 
TOTAL,Y25-34,N_GE1,NR,HR	192828 	: 
TOTAL,Y25-34,N_GE1,NR,HU	461172 	: 
TOTAL,Y25-34,N_GE1,NR,IE	161398 	: 
TOTAL,Y25-34,N_GE1,NR,IT	3281605 	: 
TOTAL,Y25-34,N_GE1,NR,LT	102334 	: 
TOTAL,Y25-34,N_GE1,NR,LU	: c	: 
TOTAL,Y25-34,N_GE1,NR,LV	69338 	: 
TOTAL,Y25-34,N_GE1,NR,ME	: c	: 
TOTAL,Y25-34,N_GE1,NR,MT	18689 	: 
TOTAL,Y25-34,N_GE1,NR,NL	272314 	: 
TOTAL,Y25-34,N_GE1,NR,NO	: 	56700 
TOTAL,Y25-34,N_GE1,NR,PL	1851837 	: 
TOTAL,Y25-34,N_GE1,NR,PT	584226 	: 
TOTAL,Y25-34,N_GE1,NR,RO	1670119 	: 
TOTAL,Y25-34,N_GE1,NR,SE	320268 	: 
TOTAL,Y25-34,N_GE1,NR,SI	53810 	: 
TOTAL,Y25-34,N_GE1,NR,SK	173821 	: 
TOTAL,Y25-34,N_GE1,NR,UK	2748830 	: 
TOTAL,Y25-34,N_GE1,PC_POP,NO	: 	9.48 
TOTAL,Y25-44,N_GE1,NR,AT	399608 	: 
TOTAL,Y25-44,N_GE1,NR,BE	848880 	: 
TOTAL,Y25-44,N_GE1,NR,BG	1056921 	: 
TOTAL,Y25-44,N_GE1,NR,CH	114921 u	: 
TOTAL,Y25-44,N_GE1,NR,CY	56832 e	: 
TOTAL,Y25-44,N_GE1,NR,CZ	404329 	: 
TOTAL,Y25-44,N_GE1,NR,DE	4264344 	: 
TOTAL,Y25-44,N_GE1,NR,DK	216601 	: 
TOTAL,Y25-44,N_GE1,NR,EA	24098938 	: 
TOTAL,Y25-44,N_GE1,NR,EE	64673 u	: 
TOTAL,Y25-44,N_GE1,NR,EL	1583407 	: 
TOTAL,Y25-44,N_GE1,NR,ES	3350064 	: 
TOTAL,Y25-44,N_GE1,NR,EU27	41057974 	: 
TOTAL,Y25-44,N_GE1,NR,EU28	41547825 	: 
TOTAL,Y25-44,N_GE1,NR,FI	: c	: 
TOTAL,Y25-44,N_GE1,NR,FR	3508719 	: 
TOTAL,Y25-44,N_GE1,NR,HR	489851 	: 
TOTAL,Y25-44,N_GE1,NR,HU	985816 	: 
TOTAL,Y25-44,N_GE1,NR,IE	302025 	: 
TOTAL,Y25-44,N_GE1,NR,IT	7151739 	: 
TOTAL,Y25-44,N_GE1,NR,LT	192457 	: 
TOTAL,Y25-44,N_GE1,NR,LU	25966 u	: 
TOTAL,Y25-44,N_GE1,NR,LV	143265 	: 
TOTAL,Y25-44,N_GE1,NR,ME	: c	: 
TOTAL,Y25-44,N_GE1,NR,MT	36541 	: 
TOTAL,Y25-44,N_GE1,NR,NL	489156 	: 
TOTAL,Y25-44,N_GE1,NR,NO	: 	119900 
TOTAL,Y25-44,N_GE1,NR,PL	3810613 	: 
TOTAL,Y25-44,N_GE1,NR,PT	1398911 	: 
TOTAL,Y25-44,N_GE1,NR,RO	3795264 	: 
TOTAL,Y25-44,N_GE1,NR,SE	569710 	: 
TOTAL,Y25-44,N_GE1,NR,SI	101420 	: 
TOTAL,Y25-44,N_GE1,NR,SK	475918 	: 
TOTAL,Y25-44,N_GE1,NR,UK	5784060 	: 
TOTAL,Y25-44,N_GE1,PC_POP,NO	: 	8.59 
TOTAL,Y35-44,N_GE1,NR,AT	222853 	: 
TOTAL,Y35-44,N_GE1,NR,BE	420716 	: 
TOTAL,Y35-44,N_GE1,NR,BG	596929 	: 
TOTAL,Y35-44,N_GE1,NR,CH	70234 u	: 
TOTAL,Y35-44,N_GE1,NR,CY	28053 e	: 
TOTAL,Y35-44,N_GE1,NR,CZ	209873 	: 
TOTAL,Y35-44,N_GE1,NR,DE	2176477 	: 
TOTAL,Y35-44,N_GE1,NR,DK	95995 	: 
TOTAL,Y35-44,N_GE1,NR,EA	12919104 	: 
TOTAL,Y35-44,N_GE1,NR,EE	: c	: 
TOTAL,Y35-44,N_GE1,NR,EL	888238 	: 
TOTAL,Y35-44,N_GE1,NR,ES	2010000 	: 
TOTAL,Y35-44,N_GE1,NR,EU27	21879167 	: 
TOTAL,Y35-44,N_GE1,NR,EU28	22176190 	: 
TOTAL,Y35-44,N_GE1,NR,FI	: c	: 
TOTAL,Y35-44,N_GE1,NR,FR	1694448 	: 
TOTAL,Y35-44,N_GE1,NR,HR	297023 	: 
TOTAL,Y35-44,N_GE1,NR,HU	524644 	: 
TOTAL,Y35-44,N_GE1,NR,IE	140627 	: 
TOTAL,Y35-44,N_GE1,NR,IT	3870134 	: 
TOTAL,Y35-44,N_GE1,NR,LT	90123 	: 
TOTAL,Y35-44,N_GE1,NR,LU	17860 u	: 
TOTAL,Y35-44,N_GE1,NR,LV	73927 	: 
TOTAL,Y35-44,N_GE1,NR,ME	: c	: 
TOTAL,Y35-44,N_GE1,NR,MT	17852 	: 
TOTAL,Y35-44,N_GE1,NR,NL	216842 	: 
TOTAL,Y35-44,N_GE1,NR,NO	: 	63200 
TOTAL,Y35-44,N_GE1,NR,PL	1958776 	: 
TOTAL,Y35-44,N_GE1,NR,PT	814685 	: 
TOTAL,Y35-44,N_GE1,NR,RO	2125145 	: 
TOTAL,Y35-44,N_GE1,NR,SE	249441 	: 
TOTAL,Y35-44,N_GE1,NR,SI	47610 	: 
TOTAL,Y35-44,N_GE1,NR,SK	302097 	: 
TOTAL,Y35-44,N_GE1,NR,UK	3035210 	: 
TOTAL,Y35-44,N_GE1,PC_POP,NO	: 	7.92 
TOTAL,Y45-54,N_GE1,NR,AT	267176 	: 
TOTAL,Y45-54,N_GE1,NR,BE	797664 	: 
TOTAL,Y45-54,N_GE1,NR,BG	648842 	: 
TOTAL,Y45-54,N_GE1,NR,CH	115158 u	: 
TOTAL,Y45-54,N_GE1,NR,CY	34794 e	: 
TOTAL,Y45-54,N_GE1,NR,CZ	190531 	: 
TOTAL,Y45-54,N_GE1,NR,DE	2905978 	: 
TOTAL,Y45-54,N_GE1,NR,DK	116192 	: 
TOTAL,Y45-54,N_GE1,NR,EA	15796989 	: 
TOTAL,Y45-54,N_GE1,NR,EE	60069 u	: 
TOTAL,Y45-54,N_GE1,NR,EL	956643 	: 
TOTAL,Y45-54,N_GE1,NR,ES	2291684 	: 
TOTAL,Y45-54,N_GE1,NR,EU27	25418049 	: 
TOTAL,Y45-54,N_GE1,NR,EU28	25787668 	: 
TOTAL,Y45-54,N_GE1,NR,FI	: c	: 
TOTAL,Y45-54,N_GE1,NR,FR	1896154 	: 
TOTAL,Y45-54,N_GE1,NR,HR	369619 	: 
TOTAL,Y45-54,N_GE1,NR,HU	548531 	: 
TOTAL,Y45-54,N_GE1,NR,IE	138192 	: 
TOTAL,Y45-54,N_GE1,NR,IT	4941712 	: 
TOTAL,Y45-54,N_GE1,NR,LT	125660 	: 
TOTAL,Y45-54,N_GE1,NR,LU	10894 u	: 
TOTAL,Y45-54,N_GE1,NR,LV	95606 	: 
TOTAL,Y45-54,N_GE1,NR,ME	: c	: 
TOTAL,Y45-54,N_GE1,NR,MT	24222 	: 
TOTAL,Y45-54,N_GE1,NR,NL	333313 	: 
TOTAL,Y45-54,N_GE1,NR,NO	: 	44000 
TOTAL,Y45-54,N_GE1,NR,PL	2250947 	: 
TOTAL,Y45-54,N_GE1,NR,PT	822557 	: 
TOTAL,Y45-54,N_GE1,NR,RO	2092063 	: 
TOTAL,Y45-54,N_GE1,NR,SE	344228 	: 
TOTAL,Y45-54,N_GE1,NR,SI	89887 	: 
TOTAL,Y45-54,N_GE1,NR,SK	164604 	: 
TOTAL,Y45-54,N_GE1,NR,UK	3208460 	: 
TOTAL,Y45-54,N_GE1,PC_POP,NO	: 	6.78 
TOTAL,Y45-64,N_GE1,NR,AT	548442 	: 
TOTAL,Y45-64,N_GE1,NR,BE	1616643 	: 
TOTAL,Y45-64,N_GE1,NR,BG	1353112 	: 
TOTAL,Y45-64,N_GE1,NR,CH	229563 u	: 
TOTAL,Y45-64,N_GE1,NR,CY	76196 e	: 
TOTAL,Y45-64,N_GE1,NR,CZ	473816 	: 
TOTAL,Y45-64,N_GE1,NR,DE	5876680 	: 
TOTAL,Y45-64,N_GE1,NR,DK	253781 	: 
TOTAL,Y45-64,N_GE1,NR,EA	32181350 	: 
TOTAL,Y45-64,N_GE1,NR,EE	124745 	: 
TOTAL,Y45-64,N_GE1,NR,EL	1862859 	: 
TOTAL,Y45-64,N_GE1,NR,ES	4410831 	: 
TOTAL,Y45-64,N_GE1,NR,EU27	51301757 	: 
TOTAL,Y45-64,N_GE1,NR,EU28	52073846 	: 
TOTAL,Y45-64,N_GE1,NR,FI	127584 u	: 
TOTAL,Y45-64,N_GE1,NR,FR	4266486 	: 
TOTAL,Y45-64,N_GE1,NR,HR	772089 	: 
TOTAL,Y45-64,N_GE1,NR,HU	1154581 	: 
TOTAL,Y45-64,N_GE1,NR,IE	264991 	: 
TOTAL,Y45-64,N_GE1,NR,IT	9984345 	: 
TOTAL,Y45-64,N_GE1,NR,LT	353855 	: 
TOTAL,Y45-64,N_GE1,NR,LU	27043 	: 
TOTAL,Y45-64,N_GE1,NR,LV	214139 	: 
TOTAL,Y45-64,N_GE1,NR,ME	: c	: 
TOTAL,Y45-64,N_GE1,NR,MT	44664 	: 
TOTAL,Y45-64,N_GE1,NR,NL	651598 	: 
TOTAL,Y45-64,N_GE1,NR,NO	: 	85000 
TOTAL,Y45-64,N_GE1,NR,PL	5037481 	: 
TOTAL,Y45-64,N_GE1,NR,PT	1635531 	: 
TOTAL,Y45-64,N_GE1,NR,RO	4198533 	: 
TOTAL,Y45-64,N_GE1,NR,SE	518679 	: 
TOTAL,Y45-64,N_GE1,NR,SI	212249 	: 
TOTAL,Y45-64,N_GE1,NR,SK	448334 	: 
TOTAL,Y45-64,N_GE1,NR,UK	5562430 	: 
TOTAL,Y45-64,N_GE1,PC_POP,NO	: 	6.66 
TOTAL,Y55-64,N_GE1,NR,AT	281266 	: 
TOTAL,Y55-64,N_GE1,NR,BE	818979 	: 
TOTAL,Y55-64,N_GE1,NR,BG	704270 	: 
TOTAL,Y55-64,N_GE1,NR,CH	114405 u	: 
TOTAL,Y55-64,N_GE1,NR,CY	41401 e	: 
TOTAL,Y55-64,N_GE1,NR,CZ	283285 	: 
TOTAL,Y55-64,N_GE1,NR,DE	2970702 	: 
TOTAL,Y55-64,N_GE1,NR,DK	137589 	: 
TOTAL,Y55-64,N_GE1,NR,EA	16384360 	: 
TOTAL,Y55-64,N_GE1,NR,EE	64676 u	: 
TOTAL,Y55-64,N_GE1,NR,EL	906216 	: 
TOTAL,Y55-64,N_GE1,NR,ES	2119147 	: 
TOTAL,Y55-64,N_GE1,NR,EU27	25883687 	: 
TOTAL,Y55-64,N_GE1,NR,EU28	26286157 	: 
TOTAL,Y55-64,N_GE1,NR,FI	71756 u	: 
TOTAL,Y55-64,N_GE1,NR,FR	2370332 	: 
TOTAL,Y55-64,N_GE1,NR,HR	402470 	: 
TOTAL,Y55-64,N_GE1,NR,HU	606050 	: 
TOTAL,Y55-64,N_GE1,NR,IE	126799 	: 
TOTAL,Y55-64,N_GE1,NR,IT	5042633 	: 
TOTAL,Y55-64,N_GE1,NR,LT	228195 	: 
TOTAL,Y55-64,N_GE1,NR,LU	16149 	: 
TOTAL,Y55-64,N_GE1,NR,LV	118533 	: 
TOTAL,Y55-64,N_GE1,NR,ME	: c	: 
TOTAL,Y55-64,N_GE1,NR,MT	20442 	: 
TOTAL,Y55-64,N_GE1,NR,NL	318285 	: 
TOTAL,Y55-64,N_GE1,NR,NO	: 	41000 
TOTAL,Y55-64,N_GE1,NR,PL	2786534 	: 
TOTAL,Y55-64,N_GE1,NR,PT	812974 	: 
TOTAL,Y55-64,N_GE1,NR,RO	2106470 	: 
TOTAL,Y55-64,N_GE1,NR,SE	174451 	: 
TOTAL,Y55-64,N_GE1,NR,SI	122362 	: 
TOTAL,Y55-64,N_GE1,NR,SK	283730 	: 
TOTAL,Y55-64,N_GE1,NR,UK	2353950 	: 
TOTAL,Y55-64,N_GE1,PC_POP,NO	: 	6.53 
TOTAL,Y_GE15,N_GE1,NR,AT	1711778 	: 
TOTAL,Y_GE15,N_GE1,NR,BE	4129125 	: 
TOTAL,Y_GE15,N_GE1,NR,BG	4342865 	: 
TOTAL,Y_GE15,N_GE1,NR,CH	695956 	: 
TOTAL,Y_GE15,N_GE1,NR,CY	220244 e	: 
TOTAL,Y_GE15,N_GE1,NR,CZ	1714763 	: 
TOTAL,Y_GE15,N_GE1,NR,DE	17532690 	: 
TOTAL,Y_GE15,N_GE1,NR,DK	967828 	: 
TOTAL,Y_GE15,N_GE1,NR,EA	98342774 	: 
TOTAL,Y_GE15,N_GE1,NR,EE	345441 	: 
TOTAL,Y_GE15,N_GE1,NR,EL	5887825 	: 
TOTAL,Y_GE15,N_GE1,NR,ES	13357269 	: 
TOTAL,Y_GE15,N_GE1,NR,EU27	158597406 	: 
TOTAL,Y_GE15,N_GE1,NR,EU28	160632342 	: 
TOTAL,Y_GE15,N_GE1,NR,FI	381447 	: 
TOTAL,Y_GE15,N_GE1,NR,FR	13998000 	: 
TOTAL,Y_GE15,N_GE1,NR,HR	2034936 	: 
TOTAL,Y_GE15,N_GE1,NR,HU	3835783 	: 
TOTAL,Y_GE15,N_GE1,NR,IE	969893 	: 
TOTAL,Y_GE15,N_GE1,NR,IT	30254825 	: 
TOTAL,Y_GE15,N_GE1,NR,LT	1052629 	: 
TOTAL,Y_GE15,N_GE1,NR,LU	91805 	: 
TOTAL,Y_GE15,N_GE1,NR,LV	670069 	: 
TOTAL,Y_GE15,N_GE1,NR,ME	: c	: 
TOTAL,Y_GE15,N_GE1,NR,MT	156764 	: 
TOTAL,Y_GE15,N_GE1,NR,NL	2050037 	: 
TOTAL,Y_GE15,N_GE1,NR,NO	: 	332500 
TOTAL,Y_GE15,N_GE1,NR,PL	14003907 	: 
TOTAL,Y_GE15,N_GE1,NR,PT	5121971 	: 
TOTAL,Y_GE15,N_GE1,NR,RO	12533934 	: 
TOTAL,Y_GE15,N_GE1,NR,SE	1746274 	: 
TOTAL,Y_GE15,N_GE1,NR,SI	587146 	: 
TOTAL,Y_GE15,N_GE1,NR,SK	1555903 	: 
TOTAL,Y_GE15,N_GE1,NR,UK	19386580 	: 
TOTAL,Y_GE15,N_GE1,PC_POP,NO	: 	8.66 
TOTAL,Y_GE65,N_GE1,NR,AT	626965 	: 
TOTAL,Y_GE65,N_GE1,NR,BE	1066503 	: 
TOTAL,Y_GE65,N_GE1,NR,BG	1572531 	: 
TOTAL,Y_GE65,N_GE1,NR,CH	318848 	: 
TOTAL,Y_GE65,N_GE1,NR,CY	66090 e	: 
TOTAL,Y_GE65,N_GE1,NR,CZ	715349 	: 
TOTAL,Y_GE65,N_GE1,NR,DE	6228937 	: 
TOTAL,Y_GE65,N_GE1,NR,DK	408539 	: 
TOTAL,Y_GE65,N_GE1,NR,EA	31804335 	: 
TOTAL,Y_GE65,N_GE1,NR,EE	141760 	: 
TOTAL,Y_GE65,N_GE1,NR,EL	1809514 	: 
TOTAL,Y_GE65,N_GE1,NR,ES	4476294 	: 
TOTAL,Y_GE65,N_GE1,NR,EU27	48263000 	: 
TOTAL,Y_GE65,N_GE1,NR,EU28	48861460 	: 
TOTAL,Y_GE65,N_GE1,NR,FI	196989 u	: 
TOTAL,Y_GE65,N_GE1,NR,FR	4242330 	: 
TOTAL,Y_GE65,N_GE1,NR,HR	598460 	: 
TOTAL,Y_GE65,N_GE1,NR,HU	1241895 	: 
TOTAL,Y_GE65,N_GE1,NR,IE	244081 	: 
TOTAL,Y_GE65,N_GE1,NR,IT	9728167 	: 
TOTAL,Y_GE65,N_GE1,NR,LT	424654 	: 
TOTAL,Y_GE65,N_GE1,NR,LU	27481 	: 
TOTAL,Y_GE65,N_GE1,NR,LV	271651 	: 
TOTAL,Y_GE65,N_GE1,NR,ME	: c	: 
TOTAL,Y_GE65,N_GE1,NR,MT	60753 	: 
TOTAL,Y_GE65,N_GE1,NR,NL	651427 	: 
TOTAL,Y_GE65,N_GE1,NR,NO	: 	102800 
TOTAL,Y_GE65,N_GE1,NR,PL	3807729 	: 
TOTAL,Y_GE65,N_GE1,NR,PT	1484155 	: 
TOTAL,Y_GE65,N_GE1,NR,RO	3006350 	: 
TOTAL,Y_GE65,N_GE1,NR,SE	395907 	: 
TOTAL,Y_GE65,N_GE1,NR,SI	251652 	: 
TOTAL,Y_GE65,N_GE1,NR,SK	510308 	: 
TOTAL,Y_GE65,N_GE1,NR,UK	4614060 	: 
TOTAL,Y_GE65,N_GE1,PC_POP,NO	: 	17.98 
TOTAL,Y_LT15,N_GE1,NR,CH	13762 u	: 
TOTAL,Y_LT15,N_GE1,NR,EA	: u	: 
TOTAL,Y_LT15,N_GE1,NR,EU27	: u	: 
TOTAL,Y_LT15,N_GE1,NR,EU28	: u	: 
TOTAL,Y_LT15,N_GE1,NR,HU	473105 	: 
TOTAL,Y_LT15,N_GE1,NR,IT	4016421 	: 
TOTAL,Y_LT15,N_GE1,NR,NL	309137 	: 
TOTAL,Y_LT15,N_GE1,NR,PT	645370 	: 
